,Kingdom,Phylum,Class,Order,Family,Genus
ASV_259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster
ASV_260,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA
ASV_261,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_262,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA
ASV_263,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_264,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
ASV_265,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_266,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_267,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_268,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_269,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_270,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV_271,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV_272,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_273,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoflavimicrobium
ASV_274,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_275,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
ASV_276,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_277,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_278,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_279,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_280,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_281,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_282,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter-Flavimobilis
ASV_283,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_284,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ASV_285,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_286,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_287,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
ASV_288,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_290,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
ASV_291,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
ASV_292,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_293,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV_294,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
ASV_295,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV_296,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_297,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_298,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_299,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_300,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_301,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_302,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
ASV_303,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus
ASV_304,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_305,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_306,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
ASV_307,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_308,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA
ASV_309,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_310,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_311,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_312,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_313,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
ASV_314,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_315,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA
ASV_316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas
ASV_317,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_318,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_319,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_320,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_321,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_322,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus
ASV_323,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_324,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_325,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_326,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_327,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_328,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
ASV_329,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_330,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_331,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter
ASV_332,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV_333,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_334,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_335,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_336,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_337,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_338,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_339,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_340,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
ASV_341,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_342,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV_343,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
ASV_344,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus
ASV_345,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_346,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_347,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_348,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_349,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_350,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_351,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_352,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas
ASV_353,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_354,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_355,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_356,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_357,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_358,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_359,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_360,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_361,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_362,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_363,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_364,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_365,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_366,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
ASV_367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_368,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Chryseoglobus
ASV_369,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_370,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_371,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter
ASV_372,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium
ASV_373,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_374,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola
ASV_375,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima
ASV_376,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_377,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV_378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV_379,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_380,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_381,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_382,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_383,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_384,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_385,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Seinonella
ASV_386,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_387,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_388,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_389,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus
ASV_390,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_392,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
ASV_393,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_394,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_395,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
ASV_396,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella
ASV_397,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_398,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
ASV_399,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
ASV_400,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
ASV_401,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_402,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
ASV_404,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina
ASV_405,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_406,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_407,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage
ASV_408,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
ASV_409,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_410,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV_411,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV_412,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_413,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_415,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV_416,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
ASV_417,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
ASV_419,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_420,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_421,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_422,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV_423,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas
ASV_424,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_425,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_426,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_427,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_428,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_429,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_430,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
ASV_431,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
ASV_432,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_434,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_435,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_436,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA
ASV_437,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
ASV_438,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_439,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_440,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA
ASV_441,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_442,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter
ASV_443,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_444,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,URHD0088,NA
ASV_445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_446,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_447,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella
ASV_448,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA
ASV_449,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
ASV_451,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter
ASV_452,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
ASV_453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
ASV_454,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_455,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_456,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_458,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_459,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_460,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_461,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_462,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
ASV_463,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_464,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_465,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_466,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
ASV_467,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_468,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_469,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_470,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV_471,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV_472,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA
ASV_473,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA
ASV_474,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_475,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV_476,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella
ASV_478,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_479,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,NA,NA
ASV_480,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Franconibacter
ASV_481,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA
ASV_482,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_483,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA
ASV_484,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_485,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Longimycelium
ASV_486,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
ASV_487,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
ASV_488,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_489,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
ASV_490,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_491,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA
ASV_492,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter
ASV_493,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_494,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella
ASV_495,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_496,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_498,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_499,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_500,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_501,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_502,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium
ASV_503,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Archangium
ASV_504,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_505,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV_506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
